marketGroupID,parentGroupID,marketGroupName,description,iconID,hasTypes
1204,944,Medium Armor Rigs,Blueprints of Medium Armor Rigs.,2703,1
1206,956,Small Armor Rigs,Modifications that affect a small starship's armor.,3194,1
1207,956,Medium Armor Rigs,Modifications that affect a medium starship's armor.,3194,1
1208,956,Large Armor Rigs,Modifications that affect a large starship's armor.,3194,1
1210,957,Small Astronautic Rigs,Modifications that affect a small starship's astronautics.,3196,1
1211,957,Medium Astronautic Rigs,Modifications that affect a medium starship's astronautics.,3196,1
1212,957,Large Astronautic Rigs,Modifications that affect a large starship's astronautics.,3196,1
1213,958,Small Drone Rigs,Modifications that affect a small starship's drones.,3200,1
1214,958,Medium Drone Rigs,Modifications that affect a medium starship's drones.,3200,1
1215,958,Large Drone Rigs,Modifications that affect a large starship's drones.,3200,1
1219,960,Small Electronics Superiority Rigs,Modifications that affect a small starship's electronic warfare capabilities.,3198,1
1220,960,Medium Electronics Superiority Rigs,Modifications that affect a medium starship's electronic warfare capabilities.,3198,1
1221,960,Large Electronics Superiority Rigs,Modifications that affect a large starship's electronic warfare capabilities.,3198,1
1222,961,Small Engineering Rigs,Modifications that affect a small starship's energy grid.,3195,1
1223,961,Medium Engineering Rigs,Modifications that affect a medium starship's energy grid.,3195,1
1224,961,Large Engineering Rigs,Modifications that affect a large starship's energy grid.,3195,1
1225,962,Small Energy Weapon Rigs,Modifications that affect a small starship's energy weapons.,3203,1
1226,962,Medium Energy Weapon Rigs,Modifications that affect a medium starship's energy weapons.,3203,1
1227,962,Large Energy Weapon Rigs,Modifications that affect a large starship's energy weapons.,3203,1
1228,963,Small Hybrid Weapon Rigs,Modifications that affect a small starship's hybrid weapons.,3202,1
1229,963,Medium Hybrid Weapon Rigs,Modifications that affect a medium starship's hybrid weapons.,3202,1
1230,963,Large Hybrid Weapon Rigs,Modifications that affect a large starship's hybrid weapons.,3202,1
1231,964,Small Missile Launcher Rigs,Modifications that affect a small starship's missile launchers.,3197,1
1232,964,Medium Missile Launcher Rigs,Modifications that affect a medium starship's missile launchers.,3197,1
1233,964,Large Missile Launcher Rigs,Modifications that affect a large starship's missile launchers.,3197,1
1234,965,Small Shield Rigs,Modifications that affect a small starship's shields.,3193,1
1235,965,Medium Shield Rigs,Modifications that affect a medium starship's shields.,3193,1
1236,965,Large Shield Rigs,Modifications that affect a large starship's shields.,3193,1
1237,979,Small Projectile Weapon Rigs,Modifications that affect a small starship's projectile weapons.,3201,1
1238,979,Medium Projectile Weapon Rigs,Modifications that affect a medium starship's projectile weapons.,3201,1
1239,979,Large Projectile Weapon Rigs,Modifications that affect a large starship's projectile weapons.,3201,1
1240,945,Small Astronautic Rigs,Blueprints of Small Astronautic Rigs.,2703,1
1241,945,Medium Astronautic Rigs,Blueprints of Medium Astronautic Rigs.,2703,1
1242,945,Large Astronautic Rigs,Blueprints of Large Astronautic Rigs.,2703,1
1243,946,Small Drone Rigs,Blueprints of Small Drone Rigs.,2703,1
1244,946,Medium Drone Rigs,Blueprints of Medium Drone Rigs.,2703,1
1245,946,Large Drone Rigs,Blueprints of Large Drone Rigs.,2703,1
1249,948,Small Electronics Superiority Rigs,Blueprints of Small Electronics Superiority Rigs.,2703,1
1250,948,Medium Electronics Superiority Rigs,Blueprints of Medium Electronics Superiority Rigs.,2703,1
1251,948,Large Electronics Superiority Rigs,Blueprints of Large Electronics Superiority Rigs.,2703,1
1252,949,Small Engineering Rigs,Blueprints of Small Energy Grid Rigs.,2703,1
1253,949,Medium Engineering Rigs,Blueprints of Medium Energy Grid Rigs.,2703,1
1254,949,Large Engineering Rigs,Blueprints of Large Energy Grid Rigs.,2703,1
1255,950,Small Energy Weapon Rigs,Blueprints of Small Energy Weapon Rigs.,2703,1
1256,950,Medium Energy Weapon Rigs,Blueprints of Medium Energy Weapon Rigs.,2703,1
1257,950,Large Energy Weapon Rigs,Blueprints of Large Energy Weapon Rigs.,2703,1
1258,951,Small Hybrid Weapon Rigs,Blueprints of Small Hybrid Weapon Rigs.,2703,1
1259,951,Medium Hybrid Weapon Rigs,Blueprints of Medium Hybrid Weapon Rigs.,2703,1
1260,951,Large Hybrid Weapon Rigs,Blueprints of Large Hybrid Weapon Rigs.,2703,1
1261,952,Small Missile Launcher Rigs,Blueprints of Small Missile Launcher Rigs.,2703,1
1262,952,Medium Missile Launcher Rigs,Blueprints of Medium Missile Launcher Rigs.,2703,1
1263,952,Large Missile Launcher Rigs,Blueprints of Large Missile Launcher Rigs.,2703,1
1264,953,Small Projectile Weapon Rigs,Blueprints of Small Projectile Weapon Rigs.,2703,1
1265,953,Medium Projectile Weapon Rigs,Blueprints of Medium Projectile Weapon Rigs.,2703,1
1266,953,Large Projectile Weapon Rigs,Blueprints of Large Projectile Weapon Rigs.,2703,1
1267,954,Small Shield Rigs,Blueprints of Small Shield Rigs.,2703,1
1268,954,Medium Shield Rigs,Blueprints of Medium Shield Rigs.,2703,1
1269,954,Large Shield Rigs,Blueprints of Large Shield Rigs.,2703,1
1272,477,Sovereignty Structures,Structures pertaining to the control and exploitation of solar systems,3952,0
1273,1272,Territorial Claim Units,Starbase units for claiming territory.,3952,1
1274,1272,Sovereignty Blockade Units,Starbase units for blockading sovereignty.,3952,1
1275,1272,Infrastructure Hubs,Starbase units for building infrastructure.,3952,1
1276,1272,Infrastructure Upgrades,Upgrades which are installed into the Infrastructure Hub.,3947,0
1282,1276,Strategic Upgrades,Strategic upgrades to sovereignty structures.,3946,1
1283,1276,Industrial Upgrades,Industrial upgrades to sovereignty structures.,3948,1
1284,1276,Military Upgrades,Military upgrades to sovereignty structures.,3947,1
1285,477,Starbase Structures,Structures used in constructing capsuleer-run starbases,2222,0
1286,314,XL Cruise Missiles,Blueprints of XL Cruise Missiles.,2703,1
1287,1316,Standard XL Cruise Missiles,Standard XL cruise missile designs.,183,1
1310,2236,Heavy Fighters,"Piloted combat vessels, deployable from Carriers and Supercarriers.",1084,1
1313,2237,Heavy Fighters,Blueprints of heavy fighter designs.,2703,1
1316,114,XL Cruise Missiles,XL cruise missile designs.,183,0
1317,1316,Faction XL Cruise Missiles,Faction XL cruise missile designs.,183,1
1320,None,Planetary Infrastructure,Capsuleers can exploit the planetary resources of New Eden by establishing command centers on the ground and orbital infrastructure in space,2881,0
1322,1320,Command Centers,A Command Center is required to extract resources from a planet,2875,1
1323,150,Resource Processing,Skills pertaining to efficiently extracting raw materials and refining them,33,1
1332,533,Planetary Materials,Materials sourced from planets,10073,0
1333,1332,Raw Planetary Materials,The first tier of planetary materials.,10012,1
1334,1332,Processed Planetary Materials,The second tier of planetary materials.,10023,1
1335,1332,Refined Planetary Materials,The third tier of planetary materials.,1362,1
1336,1332,Specialized Planetary Materials,The fourth tier of planetary materials.,10040,1
1337,1332,Advanced Planetary Materials,The firth and final tier of planetary materials.,10074,1
1338,2,Structures,Blueprints of structures in space,2703,0
1339,1841,Control Towers,Blueprints of Control Towers.,2703,1
1340,1841,Assembly Arrays,Blueprints of Assembly Arrays.,2703,1
1341,1841,Corporate Hangar Arrays,Blueprints of Corporate Hangar Arrays.,2703,1
1342,1841,Cynosural Generator Arrays,Blueprints of Cynosural Generator Arrays.,2703,1
1343,1841,Cynosural System Jammers,Blueprints of Cynosural System Jammers.,2703,1
1344,1534,Electronic Warfare Batteries,Blueprints of Electronic Warfare Batteries.,2703,1
1345,1534,Energy Neutralization Batteries,Blueprints of Energy Neutralization Batteries.,2703,1
1346,1841,Jump Bridge,Blueprints of Jump Bridge.,2703,1
1347,1534,Hybrid Batteries,Blueprints of Hybrid Batteries.,2703,1
1348,1534,Laser Batteries,Blueprints of Laser Batteries.,2703,1
1349,1534,Missile Batteries,Blueprints of Missile Batteries.,2703,1
1350,1534,Projectile Batteries,Blueprints of Projectile Batteries.,2703,1
1351,1841,Reactors,Blueprints of Reactors.,2703,1
1352,1841,Moon Harvesting Arrays,Blueprints of Moon Harvesting Arrays.,2703,1
1353,1841,Reprocessing Arrays,Blueprints of Reprocessing Arrays.,2703,1
1354,1841,Shield Hardening Arrays,Blueprints of Shield Hardening Arrays.,2703,1
1355,1841,Silos,Blueprints of Silos.,2703,1
1356,2015,Sovereignty Structures,Blueprints of Sovereignty Structures.,2703,1
1358,211,Nanite Repair Paste,Blueprints of Nanite Repair Paste.,2703,1
1359,1841,Laboratories,Blueprints of Laboratories.,2703,1
1361,4,Frigates,Small spaceships that excel in any role involving speed and agility,1443,0
1362,1361,Faction Frigates,Frigates designed by specific factions.,1443,0
1364,1361,Advanced Frigates,Frigate variants intended for specialized purposes.,1443,0
1365,1362,Pirate Faction,Non-Empire faction frigate designs.,1443,1
1366,1362,Navy Faction,Navy faction frigate designs.,1443,1
1367,4,Cruisers,Medium-sized spaceships intended for a variety of roles,1443,0
1368,1367,Advanced Cruisers,Cruiser variants intended for specialized purposes.,1443,0
1369,1367,Faction Cruisers,Cruisers designed by specific factions.,1443,0
1370,1369,Navy Faction,Navy faction cruiser designs.,1443,1
1371,1369,Pirate Faction,Pirate faction cruiser designs.,1443,1
1372,4,Destroyers,Heavily armed spaceships that sacrifice durability for extra firepower,1443,0
1373,1372,Advanced Destroyers,These destroyers have additional attributes to help them specialize in specific roles.,1443,0
1374,4,Battlecruisers,Medium-sized spaceships that are more powerful than normal cruisers,1443,0
1375,1374,Advanced Battlecruisers,Advanced battlecruisers make use of advanced technology for maximum effectiveness in a certain role.,1443,0
1376,4,Battleships,Large-sized spaceships with enough offensive and defensive capabilities to tackle all but the biggest problems,1443,0
1377,1376,Advanced Battleships,"By focusing the design down to a single purpose, these battleships excel at their designated tasks like no other starship can.",1443,0
1378,1376,Faction Battleships,Battleships designed by specific factions.,1443,0
1379,1378,Navy Faction,Navy faction battleship designs.,1443,1
1380,1378,Pirate Faction,Pirate faction battleship designs.,1443,1
1381,4,Capital Ships,Huge spaceships capable of dominating battlefields or industry sectors,1443,0
1382,4,Industrial Ships,Large transport ships that form the backbone of the economy,1443,0
1384,4,Mining Barges,Ships specially designed to harvest resources in space,1443,0
1385,1382,Advanced Industrial Ships,Advanced industrial ships are specially modified for specific purposes.,1443,0
1389,208,ORE,Blueprints of ORE industrial designs.,2703,1
1390,8,ORE,ORE industrial designs.,1443,1
1392,817,Faction Carrier,Faction carrier designs.,1443,1
1396,None,Apparel,Capsuleers can choose from a variety of exclusive clothing and accessories,10256,0
1397,1396,Men's Clothing,Clothing for a masculine physique,10829,0
1398,1397,Tops,Clothing worn on the torso.,10785,1
1399,1397,Outerwear,Clothing worn on the outside of other clothing.,10236,1
1400,1397,Footwear,"Garments worn on the feet, for fashion, protection against the environment, and adornment.",10254,1
1401,1397,Bottoms,Any of various garments worn below the waist. ,10756,1
1402,1396,Women's Clothing,Clothing for a feminine physique,10830,0
1403,1402,Bottoms,Any of various garments worn below the waist.,10570,1
1404,1402,Footwear,"Garments worn on the feet, for fashion, protection against the environment, and adornment.",10624,1
1405,1402,Outerwear,Clothing worn on the outside of other clothing.,10234,1
1406,1402,Tops,Clothing worn on the torso.,10684,1
1407,1396,Accessories,Apparel items that supplement an outfit by adding style and class,10828,0
1408,1407,Eyewear,Eyewear is almost exclusively used for vanity purposes given advances in modern cyberware that renders externally mounted hardware obsolete.  ,10224,1
1410,1320,Orbital Infrastructure,Gives capsuleers stronger control over a planet's resources,2875,1
1416,535,Reactive Armor Hardeners,Armor Hardeners that shift resistance based on damaged received.,10933,1
1426,657,Target Breaker,Clears all locks on you and all your locks.,10932,1
1427,19,Aurum Tokens,An Aurum Token is a physical chit that can be redeemed for a predefined amount of AUR currency,10831,1
1469,531,Armor Implants,Armor Implants,2224,0
1470,531,Electronic Systems Implants,Electronic Systems Implants,2224,0
1471,531,Engineering Implants,Engineering Implants,2224,0
1472,531,Faction Omega Implants,Faction Omega Implants,2224,0
1473,531,Gunnery Implants,Gunnery Implants,2224,0
1474,531,Industry Implants,Industry Implants,2224,0
1475,531,Fleet Support Implants,Fleet Support Implants,2224,0
1476,531,Missile Implants,Missile Implants,2224,0
1477,531,Navigation Implants,Navigation Implants,2224,0
1478,531,Science Implants,Science Implants,2224,0
1479,531,Shield Implants,Shield Implants,2224,0
1480,1479,Implant Slot 06,Implant Slot 06,2224,1
1481,1479,Implant Slot 07,Implant Slot 07,2224,1
1482,1479,Implant Slot 08,Implant Slot 08,2224,1
1483,1479,Implant Slot 09,Implant Slot 09,2224,1
1484,1478,Implant Slot 06,Implant Slot 06,2224,1
1485,1478,Implant Slot 07,Implant Slot 07,2224,1
1486,1478,Implant Slot 08,Implant Slot 08,2224,1
1489,1477,Implant Slot 06,Implant Slot 06,2224,1
1490,1477,Implant Slot 07,Implant Slot 07,2224,1
1491,1477,Implant Slot 08,Implant Slot 08,2224,1
1492,1477,Implant Slot 09,Implant Slot 09,2224,1
1493,1476,Implant Slot 06,Implant Slot 06,2224,1
1494,1476,Implant Slot 07,Implant Slot 07,2224,1
1495,1476,Implant Slot 08,Implant Slot 08,2224,1
1496,1476,Implant Slot 09,Implant Slot 09,2224,1
1497,1476,Implant Slot 10,Implant Slot 10,2224,1
1498,1473,Implant Slot 06,Implant Slot 06,2224,1
1499,1473,Implant Slot 07,Implant Slot 07,2224,1
1500,1473,Implant Slot 08,Implant Slot 08,2224,1
1501,1473,Implant Slot 09,Implant Slot 09,2224,1
1502,1473,Implant Slot 10,Implant Slot 10,2224,1
1504,1474,Implant Slot 08,Implant Slot 08,2224,1
1505,1475,Implant Slot 10,Implant Slot 10,2224,1
1506,1472,Implant Slot 06,Implant Slot 06,2224,1
1507,1471,Implant Slot 06,Implant Slot 06,2224,1
1508,1471,Implant Slot 07,Implant Slot 07,2224,1
1509,1471,Implant Slot 08,Implant Slot 08,2224,1
1512,1470,Implant Slot 08,Implant Slot 08,2224,1
1513,1470,Implant Slot 09,Implant Slot 09,2224,1
1514,1469,Implant Slot 06,Implant Slot 06,2224,1
1515,1469,Implant Slot 07,Implant Slot 07,2224,1
1516,1469,Implant Slot 08,Implant Slot 08,2224,1
1517,1469,Implant Slot 09,Implant Slot 09,2224,1
1518,1469,Implant Slot 10,Implant Slot 10,2224,1
1520,211,Probes,Probes,2703,0
1521,1520,Survey Probes,Survey Probes,2703,1
1522,1041,Materials,Materials,2703,0
1525,252,Afterburners,Blueprints of afterburners.,2703,1
1526,314,Cruise Missiles,Cruise Missiles,2703,1
1527,314,Heavy Missiles,Heavy Missiles,2703,1
1528,314,Light Missiles,None,2703,1
1529,1520,Interdiction Probes,Interdiction Probes,2703,1
1530,357,Combat Drones,Combat Drones,2703,0
1531,1530,Light Scout Drones,Blueprints of light scout drone designs.,2703,1
1532,1530,Medium Scout Drones,Blueprints of medium scout drone designs.,2703,1
1533,1530,Sentry Drones,Blueprints of sentry drone designs.,2703,1
1534,1841,Weapon Batteries,Weapon Batteries,2703,0
1535,1841,Ship Maintenance Arrays,Ship Maintenance Arrays,2703,1
1536,214,Armor Repairers,Blueprints for Armor Repairers,2703,1
1537,214,Hull Repairers,Blueprints for Hull Repairers,2703,1
1538,214,Remote Hull Repairers,Blueprints for Remote Hull Repairers,2703,1
1539,214,Remote Armor Repairers,Blueprints for Remote Armor Repairers,2703,1
1540,214,Armor Hardeners,Blueprints for Armor Hardeners,2703,1
1541,214,Armor Plates,Blueprints for Armor Plates,2703,1
1542,214,Damage Controls,Blueprints for Damage Controls,2703,1
1543,214,Energized Plating,Blueprints for Energized Plating,2703,1
1544,214,Resistance Plating,Blueprints for Resistance Plating,2703,1
1545,209,Shield,Shield,2703,0
1546,209,Engineering Equipment,Engineering Equipment,2703,0
1547,1545,Shield Flux Coils,Shield Flux Coils,2703,1
1548,1545,Shield Hardeners,Shield Hardeners,2703,1
1549,1545,Shield Extenders,Shield Extenders,2703,1
1550,1545,Shield Power Relays,Shield Power Relays,2703,1
1551,1545,Shield Rechargers,Shield Rechargers,2703,1
1552,1545,Shield Boosters,Shield Boosters,2703,1
1553,1545,Remote Shield Boosters,Remote Shield Boosters,2703,1
1554,1545,Shield Resistance Amplifiers,Shield Resistance Amplifiers,2703,1
1555,1546,Capacitor Rechargers,Capacitor Rechargers,2703,1
1556,1546,Capacitor Flux Coils,Capacitor Flux Coils,2703,1
1557,1546,Capacitor Power Relays,Capacitor Power Relays,2703,1
1558,1546,Capacitor Batteries,Capacitor Batteries,2703,1
1559,1546,Auxiliary Power Controls,Auxiliary Power Controls,2703,1
1560,1546,Power Diagnostic Systems,Power Diagnostic Systems,2703,1
1561,1546,Reactor Control Units,Reactor Control Units,2703,1
1562,1546,Remote Capacitor Transmitters,Remote Capacitor Transmitters,2703,1
1563,1546,Capacitor Boosters,Capacitor Boosters,2703,1
1564,1546,Energy Nosferatu,Energy Nosferatu,2703,1
1565,1546,Energy Neutralizers,Energy Neutralizers,2703,1
1566,209,Electronic Warfare,Electronic Warfare,2703,0
1567,1566,Electronic Counter Measures,Electronic Counter Measures,2703,1
1568,1566,ECM Burst,ECM Burst,2703,1
1570,1566,Stasis Webifiers,Stasis Webifiers,2703,1
1571,1566,Target Painters,Target Painters,2703,1
1572,1566,Warp Disruption Field Generators,Warp Disruption Field Generators,2703,1
1574,1566,Tracking Disruptors,Tracking Disruptors,2703,1
1575,1566,ECCM,ECCM,2703,1
1576,1566,Remote Sensor Dampeners,Remote Sensor Dampeners,2703,1
1577,1566,Projected ECCM,Projected ECCM,2703,1
1578,209,Electronics and Sensor Upgrades,Electronics and Sensor Upgrades,2703,0
1579,1578,Automated Targeting Systems,Automated Targeting Systems,2703,1
1580,1578,Remote Sensor Boosters,Remote Sensor Boosters,2703,1
1581,1578,Sensor Boosters,Sensor Boosters,2703,1
1582,1578,Passive Targeting Systems,Passive Targeting Systems,2703,1
1583,1566,Sensor Backup Arrays,Sensor Backup Arrays,2703,1
1584,1578,CPU Upgrades,CPU Upgrades,2703,1
1585,1578,Signal Amplifiers,Signal Amplifiers,2703,1
1586,357,Combat Utility Drones,Combat Utility Drones,2703,1
1587,1097,Amarr,Amarr,2703,1
1588,1097,Caldari,Caldari,2703,1
1589,1097,Gallente,Gallente,2703,1
1590,1097,Minmatar,Minmatar,2703,1
1591,800,Advanced Components,Advanced Components,2703,0
1592,1591,Amarr,Amarr,2703,1
1593,1591,Caldari,Caldari,2703,1
1594,1591,Gallente,Gallente,2703,1
1595,1591,Minmatar,Minmatar,2703,1
1598,99,Orbital Strike,None,10942,1
1599,101,Orbital Strike,None,10940,1
1600,100,Orbital Strike,None,10941,1
1601,300,Orbital Strike,None,2703,1
1602,301,Orbital Strike,None,2703,1
1603,299,Orbital Strike,None,2703,1
1610,1112,Amarr Subsystems,Amarr Subsystems,20959,0
1611,1610,Amarr Electronic Subsystems,Amarr Electronic Subsystems,3626,1
1612,4,Special Edition Ships,Rare and visually distinct ships of interest to collectors,1443,0
1614,1612,Special Edition Industrial Ships,Industrial ships which have been offered to capsuleers on occasion for limited periods.,1443,1
1616,5,ORE,ORE frigate designs.,1443,1
1617,205,ORE,Blueprints of ORE frigate designs.,2703,1
1618,1612,Special Edition Shuttles,Shuttles which have been offered to capsuleers on occasion for limited periods.,1443,1
1619,1612,Special Edition Frigates,Frigates which have been offered to capsuleers on occasion for limited periods.,1443,1
1620,1612,Special Edition Battleships,Battleships which have been offered to capsuleers on occasion for limited periods.,1443,1
1621,1612,Special Edition Heavy Assault Cruisers,Heavy Assault Cruisers which have been offered to capsuleers on occasion for limited periods.,1443,1
1623,1612,Special Edition Assault Frigates,Assault Frigates which have been offered to capsuleers on occasion for limited periods.,1443,1
1624,1612,Special Edition Logistics,Logistics Ships which have been offered to capsuleers on occasion for limited periods.,1443,1
1625,1112,Caldari Subsystems,Caldari Subsystems,20966,0
1626,1112,Minmatar Subsystems,Minmatar Subsystems,20968,0
1627,1112,Gallente Subsystems,Gallente Subsystems,20967,0
1628,1627,Gallente Electronic Subsystems,Gallente Electronic Subsystems,3626,1
1629,1626,Minmatar Electronic Subsystems,Minmatar Electronic Subsystems,3626,1
1630,1625,Caldari Electronic Subsystems,Caldari Electronic Subsystems,3626,1
1631,391,Faction Shuttles,Faction Shuttles,1443,1
1633,779,Command Bursts,Command Bursts,20970,1
1639,779,Command Processors,Command Processors,1444,1
1640,779,Jump Portal Generators,Jump Portal Generators,2985,1
1641,779,Cynosural Field Generators,Cynosural Field Generators,1444,1
1642,779,Clone Vat Bays,Clone Vat Bays,34,1
1643,357,Salvage Drones,Blueprints of salvage drone designs.,2703,1
1646,157,Salvage Drones,Drones capable of salvaging wrecks for valuables,1084,1
1650,52,Micro Jump Drives,Advanced propulsion technology that allows for a jump over a very short distance.,20971,1
1651,379,Secure Containers,Secure Containers,16,1
1652,379,Audit Log Containers,Audit Log Containers,16,1
1653,379,Freight Containers,Freight Containers,16,1
1657,379,Standard Containers,Standard Containers,16,1
1658,379,Station Containers,Station Containers,16,1
1659,None,Special Edition Assets,"Special Edition Assets are typically limited run items associated with past events in New Eden, such as the Alliance Tournament",None,0
1660,1659,Special Edition Tournament Cards,Special Edition Tournament Cards,21065,0
1661,1659,Special Edition Commodities,Special Edition Commodities,2231,1
1662,1659,Special Edition Apparel,Special Edition Apparel,20977,1
1663,1659,Special Edition Festival Assets,Special Edition Festival Assets,20973,1
1664,1659,Special Edition Blueprints,Special Edition Blueprints,2703,1
1665,540,Thermal Resistance Plating,Thermal Resistance Plating,1394,1
1666,540,Kinetic Resistance Plating,Kinetic Resistance Plating,1393,1
1667,540,Explosive Resistance Plating,Explosive Resistance Plating,1395,1
1668,540,EM Resistance Plating,EM Resistance Plating,1396,1
1669,14,Layered Plating,Layered Plating,1030,1
1670,540,Adaptive Resistance Plating,Adaptive Resistance Plating,1030,1
1672,133,100mm Armor Plate,100mm Armor Plate,79,1
1673,133,200mm Armor Plate,200mm Armor Plate,79,1
1674,133,400mm Armor Plate,400mm Armor Plate,79,1
1675,133,800mm Armor Plate,800mm Armor Plate,79,1
1676,133,1600mm Armor Plate,1600mm Armor Plate,79,1
1678,535,Thermal Armor Hardeners,Thermal Armor Hardeners,1394,1
1679,535,Kinetic Armor Hardeners,None,1393,1
1680,535,Explosive Armor Hardeners,Explosive Armor Hardeners,1395,1
1681,535,EM Armor Hardeners,EM Armor Hardeners,1396,1
1682,541,Energized Explosive Plating,Energized Explosive Plating,1395,1
1683,541,Energized Thermal Plating,Energized Thermal Plating,1394,1
1684,541,Energized EM Plating,Energized EM Plating,1396,1
1685,541,Energized Kinetic Plating,Energized Kinetic Plating,1393,1
1686,541,Energized Adaptive Plating,Energized Adaptive Plating,2066,1
1687,14,Energized Armor Layering,Energized Armor Layering,2066,1
1688,550,Thermal Resistance Amplifiers,Thermal Resistance Amplifiers,1394,1
1689,550,Kinetic Resistance Amplifiers,Kinetic Resistance Amplifiers,1393,1
1690,550,Explosive Resistance Amplifiers,Explosive Resistance Amplifiers,1395,1
1691,550,EM Resistance Amplifiers,EM Resistance Amplifiers,1396,1
1692,553,Thermal Shield Hardeners,Thermal Shield Hardeners,1394,1
1693,553,Kinetic Shield Hardeners,Kinetic Shield Hardeners,1393,1
1694,553,Explosive Shield Hardeners,Explosive Shield Hardeners,1395,1
1695,553,EM Shield Hardeners,EM Shield Hardeners,1396,1
1696,553,Adaptive Shield Hardeners,Adaptive Shield Hardeners,81,1
1697,252,Micro Jump Drives,Blueprints of Micro Jump Drives.,2703,1
1698,1612,Special Edition Battlecruisers,Battlecruisers which have been offered to capsuleers on occasion for limited periods.,1443,1
1699,1612,Special Edition Cruisers,Cruisers which have been offered to capsuleers on occasion for limited periods.,1443,1
1700,19,Security Tags,"These tags can be turned in, in low-security space, for a boost to security rating",2040,1
1701,1841,Personal Hangar Arrays,Blueprints of Personal Hangar Arrays.,2703,1
1702,1285,Personal Hangar Arrays,"A large hangar structure, for easy storage of materials and modules.",2222,1
1703,1374,Faction Battlecruisers,Battlecruisers designed by specific factions.,1443,0
1704,1703,Navy Faction,Navy faction battlecruiser designs.,1443,1
1707,1710,Scanning Upgrades,Blueprints of scanning upgrade modules,2703,1
1708,9,Scanning Equipment,Modules that give or improve scanning capabilities of spaceships,107,0
1709,1708,Scanning Upgrades,Modules that modify scanning,21025,1
1710,209,Scanning Equipment,Scanning equipment,2703,0
1711,209,Harvest Equipment,Harvesting equipment,2703,0
1712,1711,Salvagers,Blueprints of salvager modules.,2703,1
1713,9,Harvest Equipment,Modules that give or improve harvesting capabilities of spaceships,1061,0
1715,1713,Salvagers,None,3240,1
1716,1710,Survey Probe Launchers,Blueprints for building probes for surveying moons.,2703,1
1717,1708,Survey Probe Launchers,Probes for surveying moons.,2677,1
1718,1708,Analyzers,Modules that analyze old or recent computer systems in exploration sites.,2856,1
1719,944,Capital Armor Rigs,Blueprints of Capital Armor Rigs.,2703,1
1720,945,Capital Astronautic Rigs,Blueprints of Capital Astronautic Rigs.,2703,1
1721,946,Capital Drone Rigs,Blueprints of Capital Drone Rigs.,2703,1
1723,948,Capital Electronics Superiority Rigs,Blueprints of Capital Electronics Superiority Rigs.,2703,1
1724,949,Capital Engineering Rigs,Blueprints of Capital Energy Grid Rigs.,2703,1
1725,950,Capital Energy Weapon Rigs,Blueprints of Capital Energy Weapon Rigs.,2703,1
1726,951,Capital Hybrid Weapon Rigs,Blueprints of Capital Hybrid Weapon Rigs.,2703,1
1727,952,Capital Missile Launcher Rigs,Blueprints of Capital Missile Launcher Rigs.,2703,1
1728,953,Capital Projectile Weapon Rigs,Blueprints of Capital Projectile Weapon Rigs.,2703,1
1729,954,Capital Shield Rigs,Blueprints of Capital Shield Rigs.,2703,1
1730,956,Capital Armor Rigs,Modifications that affect a capital starship's armor.,3194,1
1731,979,Capital Projectile Weapon Rigs,Modifications that affect a capital starship's projectile weapons.,3201,1
1732,965,Capital Shield Rigs,Modifications that affect a capital starship's shields.,3193,1
1733,964,Capital Missile Launcher Rigs,Modifications that affect a capital starship's missile launchers.,3197,1
1734,963,Capital Hybrid Weapon Rigs,Modifications that affect a capital starship's hybrid weapons.,3202,1
1735,962,Capital Energy Weapon Rigs,Modifications that affect a capital starship's energy weapons.,3203,1
1736,961,Capital Engineering Rigs,Modifications that affect a capital starship's energy grid.,3195,1
1737,960,Capital Electronics Superiority Rigs,Modifications that affect a capital starship's electronic warfare capabilities.,3198,1
1739,958,Capital Drone Rigs,Modifications that affect a capital starship's drones.,3200,1
1740,957,Capital Astronautic Rigs,Modifications that affect a capital starship's astronautics.,3196,1
1745,150,Armor,Skills pertaining to efficiently protecting the structural integrity of spaceships,33,1
1746,150,Neural Enhancement,"Skills pertaining to managing boosters, implants and clone operations",33,1
1747,150,Shields,Skills pertaining to management of a spaceship's energy barriers,33,1
1748,150,Targeting,Skills pertaining to management of a spaceship's sensor and tracking systems,33,1
1761,531,Targeting Implants,Targeting Implants,2224,0
1762,531,Resource Processing Implants,Resource Processing Implants,2224,0
1763,531,Scanning Implants,Scanning Implants,2224,0
1764,531,Neural Enhancement Implants,Biology Implants,2224,0
1765,1761,Implant Slot 07,Implant Slot 07,2224,1
1766,1761,Implant Slot 08,Implant Slot 08,2224,1
1767,1762,Implant Slot 10,Implant Slot 10,2224,1
1768,1762,Implant Slot 08,Implant Slot 08,2224,1
1769,1762,Implant Slot 07,Implant Slot 07,2224,1
1770,1763,Implant Slot 06,Implant Slot 06,2224,1
1771,1763,Implant Slot 07,Implant Slot 07,2224,1
1772,1763,Implant Slot 08,Implant Slot 08,2224,1
1773,1763,Implant Slot 09,Implant Slot 09,2224,1
1774,1763,Implant Slot 10,Implant Slot 10,2224,1
1775,1764,Implant Slot 08,Implant Slot 08,2224,1
1776,1764,Implant Slot 09,Implant Slot 09,2224,1
1777,1764,Implant Slot 10,Implant Slot 10,2224,1
1779,1111,Resource Processing Rigs,Permanent modification of a ship's resource processing facilities.,21057,0
